word,count,category
virtue,51,other
management science,51,other
psychology public,51,other
administration law,51,other
modernization theory,51,other
expression computer,51,other
ecology law,51,other
feminism mainstream,51,other
physics archaeology,51,other
analysis gender,51,other
european,51,other
identification biology,51,other
subaltern,50,other
politics anthropology,50,other
anthropology politics,50,other
medicine medical,50,other
intersectionality gender,50,other
democracy sociology,50,other
disadvantaged,50,other
history psychoanalysis,50,other
growth political,50,other
femininity gender,50,other
visibility,50,other
education political,50,other
environmental resource,50,other
collective action,50,other
universalism,50,other
islam sociology,50,other
game,50,other
feminism citation,50,other
biology linguistics,50,other
criticism sociology,49,other
graphical feminism,49,other
dissent,49,other
medicine philosophy,49,other
imaginary,49,other
law mechanical,49,other
sociology black,49,other
philosophy pedagogy,49,other
sexual identity,49,other
epistemology psychoanalysis,49,other
queer sociology,49,other
autoethnography,49,other
accountability,49,other
anthropology history,49,other
convention,49,other
sex work,49,other
education pedagogy,49,other
division,49,other
epistemology feminist,49,other
denial,49,other
politics physics,49,other
hollywood,49,other
philosophy economics,49,other
social theory,49,other
politics public,49,other
sociology scholarship,49,other
feminism nationalism,49,other
politics economics,49,other
bourgeoisie,48,other
law pure,48,other
processing,48,other
parliament,48,other
feminism cultural,48,other
ethnography sociology,48,other
social reproduction,48,other
studies colonialism,48,other
geography economics,48,other
engineering mathematics,48,other
history linguistics,48,other
suffrage feminism,48,other
music social,48,other
sociology library,48,other
medicine psychology,48,other
literature social,48,other
socialization,48,other
pride,48,other
rights sociology,48,other
hinduism,48,other
arts law,48,other
caste,48,other
feminism socialism,48,other
law human,48,other
militarism,47,other
social activism,47,other
learning computer,47,other
psychology human,47,other
revolution,47,other
patriarchy sociology,47,other
nationalism gender,47,other
linguistics biology,47,other
law library,47,other
workforce,47,other
militant,47,other
management economics,47,other
african,47,other
civilization,47,other
studies white,47,other
sociology democracy,47,other
service business,47,other
special,47,other
athletes,47,other
colonialism sociology,47,other
foregrounding,47,other
science feminist,47,other
sociology agency,47,other
theology linguistics,47,other
alienation,47,other
psychology anthropology,47,other
law gene,46,other
pedagogy philosophy,46,other
blame,46,other
subjectivity feminism,46,other
eating,46,other
literature epistemology,46,other
law economic,46,other
economics psychology,46,other
politics mathematics,46,other
security computer,46,other
ecology computer,46,other
media sociology,46,other
psychology geography,46,other
oceanography,46,other
craft,46,other
point,46,other
software,46,other
pathology alternative,46,other
postmodernism sociology,46,other
historical,46,other
studies patriarchy,46,other
experience,46,other
new woman,45,other
law mathematical,45,other
radiology,45,other
psychoanalysis social,45,other
criminal law,45,other
studies humanities,45,other
art feminism,45,other
surgery,45,other
virology,45,other
disability studies,45,other
outbreak,45,other
dream,45,other
conflict,45,social sciences
information retrieval,45,other
linguistics quantum,45,other
retrieval,45,other
premise,45,other
decolonization,45,other
science democracy,45,other
time,45,other
temporality,45,other
approach,45,other
islamophobia,45,other
medicine medicine,45,other
arts computer,45,other
sociology state,45,other
evidence,45,other
gynecology,45,other
terrorism,45,other
ecology political,45,other
science education,44,other
dualism,44,other
plot,44,other
politics democracy,44,other
economy economic,44,other
sociology mathematics,44,other
european union,44,other
sharia,44,other
science psychiatry,44,other
practice,44,other
civil war,44,other
spanish civil,44,other
spanish,44,other
plot graphics,44,other
computer programming,44,other
science qualitative,44,other
sustainable development,44,other
mutation sociology,44,other
intersection,44,other
feminist epistemology,44,other
inequality sociology,44,other
geography computer,44,other
language philosophy,44,other
feminism intersectionality,44,other
feminism reading,44,other
intersection aeronautics,44,other
geography gender,44,other
business sociology,44,other
studies state,44,other
genetic algorithm,44,other
biology quantum,44,other
literature psychoanalysis,44,other
mind,44,other
stigma botany,44,other
mathematics linguistics,44,other
military,44,other
feminism download,43,other
buddhism,43,other
anatomy,43,other
epistemology environmental,43,other
composite,43,other
feminism empowerment,43,other
medicine gender,43,other
geography social,43,other
anthropocentrism,43,other
science finance,43,other
nursing medicine,43,other
austerity,43,other
archaeology social,43,other
sensibility,43,other
study,43,other
engineering archaeology,43,other
sociology cultural,43,other
transformation genetics,43,other
wonder,43,other
science internet,43,other
sexuality political,43,other
body,43,other
witness,43,other
philosophy biochemistry,43,other
architectural engineering,43,other
architectural,43,other
feminism resistance,43,other
engineering physics,43,other
engineering politics,43,other
research psychology,43,other
national,43,other
epistemology literature,43,other
biology archaeology,43,other
sexual abuse,43,other
science demography,43,other
reactionary,43,other
anthropology social,43,other
lens,43,other
christian,42,other
organic,42,other
bias,42,other
classical,42,other
queer feminism,42,other
aesthetics visual,42,other
literature computer,42,other
trace psycholinguistics,42,other
trace,42,other
art engineering,42,other
logic,42,other
psychology sexual,42,other
sociology white,42,other
music aesthetics,42,other
studies world,42,other
mathematics feminism,42,other
politics communism,42,other
studies archaeology,42,history
relations feminism,42,other
sociology qualitative,42,other
medicine alternative,42,other
politics quantum,42,other
law demography,42,other
history classics,42,other
movement politics,42,other
empathy,42,other
hero,42,other
negotiation gender,42,other
theory psychoanalysis,42,other
anthropocene,42,other
sociology representation,42,other
reflection computer,42,other
feminism economic,42,other
psycholinguistics,42,other
eugenics,42,other
medicine engineering,42,other
prison,42,other
theory aesthetics,42,other
microbiology,42,other
documents gender,41,other
turkish,41,other
left,41,other
politics human,41,other
feminism colonialism,41,other
private,41,other
ignorance,41,other
childhood,41,other
business marketing,41,other
studies race,41,other
sociology argument,41,other
studies library,41,other
uml,41,other
equality political,41,other
parallels,41,other
psychoanalysis literature,41,other
composite material,41,other
point geometry,41,other
court,41,other
chemistry archaeology,41,other
astronomy physics,41,other
philosophy environmental,41,other
sociology race,41,other
civil rights,41,other
happiness,41,other
biology politics,41,other
biology gene,41,other
colonialism gender,41,other
ethics psychology,40,other
